name,brand_category,product_category,created,last_active,last_onboarding_step,saw_discovery,address_country
,,,2019-07-01,2019-07-01,2,false,
,,,2019-07-02,2019-07-02,1,false,
,,,2019-07-02,2019-07-02,2,false,
,,,2019-07-02,2019-07-02,1,false,
,,,2019-07-02,2019-07-02,2,false,
,,,2019-07-02,2019-07-02,1,false,
Time After Time,,,2019-07-02,2019-07-02,2,false,
,,,2019-07-02,2019-07-02,1,false,
Gems of Italy,,Apparel & Jewelry,2019-07-02,2019-07-02,3,false,
,,,2019-07-02,2019-07-02,2,false,
,,,2019-07-02,2019-07-09,1,false,
Gold Group of Companies,,Automobiles,2019-07-03,2019-07-04,1,false,Liberia
Ankur Test Brand,,Apparel & Jewelry,2019-07-03,2019-07-11,3,false,United States
,,,2019-07-03,2019-07-03,2,false,
,,,2019-07-03,2019-07-03,1,false,
,,,2019-07-03,2019-07-03,1,false,
,,,2019-07-03,2019-07-03,2,false,
Battle of New York,,,2019-07-03,2019-07-14,3,false,
,,,2019-07-04,2019-07-04,1,false,
,,,2019-07-05,2019-07-05,2,false,
Colt Cabana,,,2019-07-06,2019-07-06,2,false,
,,,2019-07-06,2019-07-19,1,false,
9round Downtown Charleston,,,2019-07-06,2019-07-30,3,false,United States
,,,2019-07-06,2019-07-06,1,false,
,,,2019-07-07,2019-07-09,2,false,
,,,2019-07-08,2019-07-08,2,false,
,,,2019-07-08,2019-07-08,2,false,
,,,2019-07-08,2019-07-08,2,false,
,,,2019-07-08,2019-07-11,2,false,
,,,2019-07-08,2019-07-08,2,false,
The System By Stacy,,Food & Beverage,2019-07-08,2019-07-08,3,false,United States
NATURELO Premium Supplements,,Health & Medical,2019-07-09,2019-07-09,1,false,
Jackson group,,Apparel & Jewelry,2019-07-09,2019-07-09,2,false,United States
BOBBE,,Apparel & Jewelry,2019-07-09,2019-07-09,2,false,United States
,,,2019-07-09,2019-07-09,1,false,
,,,2019-07-09,2019-07-11,1,false,
Kate Farms,,Health & Medical,2019-07-09,2019-07-09,2,false,United States
,,,2019-07-10,2019-07-10,1,false,
,,,2019-07-10,2019-07-18,2,false,
Kabbadi,,Health & Medical,2019-07-11,2019-07-11,3,false,India
,,,2019-07-11,2019-07-11,2,false,
Daria Davidova,,Apparel & Jewelry,2019-07-11,2019-07-11,3,false,Russia
FutureSportsManagement.Co.Ltd,,Marketing,2019-07-11,2019-07-11,3,false,United Kingdom
,,,2019-07-12,2019-07-12,2,false,
,,,2019-07-12,2019-07-12,1,false,
,,,2019-07-12,2019-07-12,0,false,
,,,2019-07-13,2019-07-13,1,false,
Fortleaks11,,Software & Services,2019-07-13,2019-07-13,3,false,
,,,2019-07-14,2019-07-22,1,false,
,,,2019-07-14,2019-07-22,1,false,
BEST AUQLITY PROD,,Apparel & Jewelry,2019-07-14,2019-07-14,1,false,Morocco
,,,2019-07-14,2019-07-14,2,false,
FALCON COLLEGE,,Outdoors,2019-07-15,2019-07-15,3,false,Zimbabwe
,,,2019-07-16,2019-07-16,2,false,
,,,2019-07-16,2019-07-19,2,false,
VJTI RACING,,Automobiles,2019-07-16,2019-07-16,3,false,India
Steinberg Sports & Entertainment,,,2019-07-16,2019-07-16,2,false,United States
,,,2019-07-16,2019-07-16,2,false,
,,,2019-07-17,2019-07-17,2,false,
,,,2019-07-17,2019-07-17,2,false,
,,,2019-07-17,2019-07-17,1,false,
,,,2019-07-17,2019-07-17,1,false,
Tech-A-Thon,,,2019-07-18,2019-07-26,3,false,India
,,,2019-07-18,2019-07-18,2,false,
,,,2019-07-18,2019-07-18,1,false,
,,,2019-07-18,2019-07-18,1,false,
Vientiane Marathon,,Health & Medical,2019-07-18,2019-07-19,3,false,Laos
,,,2019-07-19,2019-07-19,1,false,
,,,2019-07-19,2019-07-19,2,false,
,,,2019-07-19,2019-07-19,1,false,
,,,2019-07-19,2019-07-22,2,false,
,,,2019-07-19,2019-07-19,2,false,
Blacktop Legends,,Apparel & Jewelry,2019-07-19,2019-07-21,3,false,
The model sailor,,,2019-07-19,2019-07-19,1,false,
Alhammadi,,Personal Care,2019-07-20,2019-07-20,3,false,United Arab Emirates
,,,2019-07-22,2019-07-22,1,false,
,,,2019-07-22,2019-07-22,1,false,
,,,2019-07-22,2019-07-22,0,false,
Shindokumate /Strykerz,,Art,2019-07-22,2019-07-22,2,false,
Prospera Supplements,,Health & Medical,2019-07-22,2019-07-22,1,false,
,,,2019-07-23,2019-07-23,2,false,
FRÉ Skincare,,Personal Care,2019-07-24,2019-07-24,3,false,
Maximecom,,Marketing,2019-07-24,2019-07-26,3,false,
LIFEWAVE,,Health & Medical,2019-07-24,2019-07-24,1,false,United States
,,,2019-07-24,2019-07-24,1,false,
,,,2019-07-24,2019-07-24,2,false,
humanN,,Food & Beverage,2019-07-25,2019-07-29,3,false,United States
Boston Laser,,Health & Medical,2019-07-25,2019-07-25,2,false,United States
Bespoke Events SF,,,2019-07-26,2019-07-26,1,false,
CanVoss by GEAVONNA,,Apparel & Jewelry,2019-07-27,2019-07-27,3,false,United States
Catalina Crunch,,Food & Beverage,2019-07-27,2019-07-27,3,false,United States
,,,2019-07-28,2019-07-28,2,false,
Track Apparel,,Apparel & Jewelry,2019-07-28,2019-07-28,3,false,
,,,2019-07-29,2019-07-29,2,false,
Fantisserie,,Consumer Services,2019-07-29,2019-07-29,2,false,United States
,,,2019-07-29,2019-07-29,1,false,
